symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-km/L,highway-km/L,length-cm,width-cm,height-cm,bin-horsepower,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
3,186,porsche,two,hatchback,rwd,front,94.5,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,22018.0,8.075,11.475,0.8116290245074484,0.9486111111111112,0.8394648829431439,medium,False,True,True,False
3,122,porsche,two,hardtop,rwd,rear,89.5,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,32528.0,7.225,10.625,0.8116290245074484,0.9027777777777778,0.862876254180602,high,False,True,True,False
3,122,porsche,two,hardtop,rwd,rear,89.5,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,34028.0,7.225,10.625,0.8116290245074484,0.9027777777777778,0.862876254180602,high,False,True,True,False
3,122,porsche,two,convertible,rwd,rear,89.5,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,37028.0,7.225,10.625,0.8116290245074484,0.9027777777777778,0.862876254180602,high,False,True,True,False
0,122,renault,four,wagon,fwd,front,96.1,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,9295.0,9.775,13.174999999999999,0.8721768380586257,0.9236111111111112,0.9230769230769231,little,False,True,True,False
2,122,renault,two,hatchback,fwd,front,96.1,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,9895.0,9.775,13.174999999999999,0.8495915425276311,0.9249999999999999,0.8444816053511707,little,False,True,True,False
3,150,saab,two,hatchback,fwd,front,99.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,11850.0,8.924999999999999,11.9,0.8966842864007689,0.9236111111111112,0.9381270903010034,little,False,True,True,False
2,104,saab,four,sedan,fwd,front,99.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,12170.0,8.924999999999999,11.9,0.8966842864007689,0.9236111111111112,0.9381270903010034,little,False,True,True,False
3,150,saab,two,hatchback,fwd,front,99.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,15040.0,8.924999999999999,11.9,0.8966842864007689,0.9236111111111112,0.9381270903010034,little,False,True,True,False
2,104,saab,four,sedan,fwd,front,99.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,15510.0,8.924999999999999,11.9,0.8966842864007689,0.9236111111111112,0.9381270903010034,little,False,True,True,False
3,150,saab,two,hatchback,fwd,front,99.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,18150.0,8.075,11.049999999999999,0.8966842864007689,0.9236111111111112,0.9381270903010034,medium,False,True,False,True
2,104,saab,four,sedan,fwd,front,99.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,18620.0,8.075,11.049999999999999,0.8966842864007689,0.9236111111111112,0.9381270903010034,medium,False,True,False,True
2,83,subaru,two,hatchback,fwd,front,93.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,5118.0,13.174999999999999,15.299999999999999,0.7539644401729938,0.8805555555555555,0.8979933110367893,little,False,True,True,False
2,83,subaru,two,hatchback,fwd,front,93.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,7053.0,11.049999999999999,13.174999999999999,0.7587698222008651,0.8833333333333334,0.8979933110367893,little,False,True,True,False
2,83,subaru,two,hatchback,4wd,front,93.3,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,7603.0,11.049999999999999,13.174999999999999,0.7558865929841424,0.8861111111111111,0.931438127090301,little,False,True,True,False
0,102,subaru,four,sedan,fwd,front,97.2,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,7126.0,13.6,15.725,0.8265257087938491,0.9083333333333334,0.8779264214046822,little,False,True,True,False
0,102,subaru,four,sedan,fwd,front,97.2,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,7775.0,11.9,14.025,0.8265257087938491,0.9083333333333334,0.8779264214046822,little,False,True,True,False
0,102,subaru,four,sedan,fwd,front,97.2,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9960.0,11.049999999999999,13.6,0.8265257087938491,0.9083333333333334,0.8779264214046822,little,False,True,True,False
0,102,subaru,four,sedan,4wd,front,97.0,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,9233.0,10.2,10.625,0.8265257087938491,0.9083333333333334,0.9080267558528428,little,False,True,True,False
0,102,subaru,four,sedan,4wd,front,97.0,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,11259.0,10.2,12.325,0.8265257087938491,0.9083333333333334,0.9080267558528428,little,False,True,False,True
0,89,subaru,four,wagon,fwd,front,97.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,7463.0,11.9,13.6,0.833733781835656,0.9083333333333334,0.8862876254180603,little,False,True,True,False
0,89,subaru,four,wagon,fwd,front,97.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,10198.0,10.625,13.174999999999999,0.833733781835656,0.9083333333333334,0.8862876254180603,little,False,True,True,False
0,85,subaru,four,wagon,4wd,front,96.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,8013.0,9.775,12.325,0.8342143200384432,0.9083333333333334,0.9180602006688964,little,False,True,True,False
0,85,subaru,four,wagon,4wd,front,96.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,11694.0,9.775,9.775,0.8342143200384432,0.9083333333333334,0.9180602006688964,little,False,True,False,True
1,87,toyota,two,hatchback,fwd,front,95.7,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,5348.0,14.875,16.575,0.762614127823162,0.8833333333333334,0.911371237458194,little,False,True,True,False
1,87,toyota,two,hatchback,fwd,front,95.7,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,6338.0,13.174999999999999,16.15,0.762614127823162,0.8833333333333334,0.911371237458194,little,False,True,True,False
1,74,toyota,four,hatchback,fwd,front,95.7,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,6488.0,13.174999999999999,16.15,0.762614127823162,0.8833333333333334,0.911371237458194,little,False,True,True,False
0,77,toyota,four,wagon,fwd,front,95.7,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,6918.0,13.174999999999999,15.725,0.8154733301297453,0.8833333333333334,0.9882943143812709,little,False,True,True,False
0,81,toyota,four,wagon,4wd,front,95.7,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7898.0,11.475,13.6,0.8154733301297453,0.8833333333333334,0.9882943143812709,little,False,True,True,False
0,91,toyota,four,wagon,4wd,front,95.7,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8778.0,11.475,13.6,0.8154733301297453,0.8833333333333334,0.9882943143812709,little,False,True,True,False
0,91,toyota,four,sedan,fwd,front,95.7,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,6938.0,12.75,15.725,0.7991350312349833,0.8944444444444446,0.8862876254180603,little,False,True,True,False
0,91,toyota,four,hatchback,fwd,front,95.7,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7198.0,12.75,15.725,0.7991350312349833,0.8944444444444446,0.882943143812709,little,False,True,True,False
0,91,toyota,four,sedan,fwd,front,95.7,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,7898.0,14.45,15.299999999999999,0.7991350312349833,0.8944444444444446,0.8862876254180603,little,True,False,True,False
0,91,toyota,four,hatchback,fwd,front,95.7,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,7788.0,16.15,19.974999999999998,0.7991350312349833,0.8944444444444446,0.882943143812709,little,True,False,True,False
0,91,toyota,four,sedan,fwd,front,95.7,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7738.0,16.15,19.974999999999998,0.7991350312349833,0.8944444444444446,0.8862876254180603,little,False,True,True,False
0,91,toyota,four,hatchback,fwd,front,95.7,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8358.0,11.9,14.45,0.7991350312349833,0.8944444444444446,0.882943143812709,little,False,True,True,False
0,91,toyota,four,sedan,fwd,front,95.7,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,9258.0,11.9,14.45,0.7991350312349833,0.8944444444444446,0.882943143812709,little,False,True,True,False
1,168,toyota,two,sedan,rwd,front,94.5,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8058.0,12.325,14.45,0.8106679481018741,0.888888888888889,0.8795986622073579,little,False,True,True,False
1,168,toyota,two,hatchback,rwd,front,94.5,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8238.0,12.325,14.45,0.8106679481018741,0.888888888888889,0.8795986622073579,little,False,True,True,False
1,168,toyota,two,sedan,rwd,front,94.5,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9298.0,11.049999999999999,12.325,0.8106679481018741,0.888888888888889,0.8795986622073579,little,False,True,True,False
1,168,toyota,two,hatchback,rwd,front,94.5,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9538.0,11.049999999999999,12.325,0.8106679481018741,0.888888888888889,0.8795986622073579,little,False,True,True,False
2,134,toyota,two,hardtop,rwd,front,98.4,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,8449.0,10.2,12.75,0.8467083133109083,0.9111111111111111,0.8695652173913044,little,False,True,True,False
2,134,toyota,two,hardtop,rwd,front,98.4,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9639.0,10.2,12.75,0.8467083133109083,0.9111111111111111,0.8695652173913044,little,False,True,True,False
2,134,toyota,two,hatchback,rwd,front,98.4,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9989.0,10.2,12.75,0.8467083133109083,0.9111111111111111,0.8695652173913044,little,False,True,True,False
2,134,toyota,two,hardtop,rwd,front,98.4,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,11199.0,10.2,12.75,0.8467083133109083,0.9111111111111111,0.8695652173913044,little,False,True,True,False
2,134,toyota,two,hatchback,rwd,front,98.4,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,11549.0,10.2,12.75,0.8467083133109083,0.9111111111111111,0.8695652173913044,little,False,True,True,False
2,134,toyota,two,convertible,rwd,front,98.4,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,17669.0,10.2,12.75,0.8467083133109083,0.9111111111111111,0.8862876254180603,little,False,True,True,False
-1,65,toyota,four,sedan,fwd,front,102.4,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8948.0,12.325,14.45,0.8438250840941856,0.9236111111111112,0.9180602006688964,little,False,True,True,False
-1,65,toyota,four,sedan,fwd,front,102.4,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,10698.0,12.75,14.025,0.8438250840941856,0.9236111111111112,0.9180602006688964,little,True,False,False,True
-1,65,toyota,four,hatchback,fwd,front,102.4,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,9988.0,11.475,13.6,0.8438250840941856,0.9236111111111112,0.9013377926421405,little,False,True,True,False
-1,65,toyota,four,sedan,fwd,front,102.4,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,10898.0,11.475,13.6,0.8438250840941856,0.9236111111111112,0.9180602006688964,little,False,True,True,False
-1,65,toyota,four,hatchback,fwd,front,102.4,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,11248.0,11.475,13.6,0.8438250840941856,0.9236111111111112,0.9013377926421405,little,False,True,True,False
3,197,toyota,two,hatchback,rwd,front,102.9,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,16558.0,8.5,10.2,0.8817876021143682,0.9402777777777778,0.8695652173913044,medium,False,True,True,False
3,197,toyota,two,hatchback,rwd,front,102.9,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,15998.0,8.075,10.2,0.8817876021143682,0.9402777777777778,0.8695652173913044,medium,False,True,True,False
-1,90,toyota,four,sedan,rwd,front,104.5,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,15690.0,8.5,10.2,0.9024507448342145,0.9236111111111112,0.9046822742474918,medium,False,True,True,False
-1,122,toyota,four,wagon,rwd,front,104.5,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,15750.0,8.075,10.2,0.9024507448342145,0.9236111111111112,0.9046822742474918,medium,False,True,True,False
2,122,volkswagen,two,sedan,fwd,front,97.3,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,7775.0,15.725,19.55,0.8250840941854878,0.9097222222222223,0.931438127090301,little,True,False,True,False
2,122,volkswagen,two,sedan,fwd,front,97.3,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,7975.0,11.475,14.45,0.8250840941854878,0.9097222222222223,0.931438127090301,little,False,True,True,False
2,94,volkswagen,four,sedan,fwd,front,97.3,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,7995.0,15.725,19.55,0.8250840941854878,0.9097222222222223,0.931438127090301,little,True,False,True,False
2,94,volkswagen,four,sedan,fwd,front,97.3,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8195.0,11.475,14.45,0.8250840941854878,0.9097222222222223,0.931438127090301,little,False,True,True,False
2,94,volkswagen,four,sedan,fwd,front,97.3,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8495.0,11.475,14.45,0.8250840941854878,0.9097222222222223,0.931438127090301,little,False,True,True,False
2,94,volkswagen,four,sedan,fwd,front,97.3,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,9495.0,15.725,17.849999999999998,0.8250840941854878,0.9097222222222223,0.931438127090301,little,True,False,False,True
2,94,volkswagen,four,sedan,fwd,front,97.3,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,9995.0,11.049999999999999,13.6,0.8250840941854878,0.9097222222222223,0.931438127090301,little,False,True,True,False
3,122,volkswagen,two,convertible,fwd,front,94.5,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,11595.0,10.2,12.325,0.7654973570398848,0.8916666666666667,0.9297658862876256,little,False,True,True,False
3,256,volkswagen,two,hatchback,fwd,front,94.5,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9980.0,10.2,12.325,0.7962518020182605,0.888888888888889,0.8595317725752509,little,False,True,True,False
0,122,volkswagen,four,sedan,fwd,front,100.4,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,13295.0,8.075,10.2,0.865929841422393,0.9291666666666668,0.9214046822742475,little,False,True,True,False
0,122,volkswagen,four,sedan,fwd,front,100.4,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,13845.0,14.025,16.15,0.865929841422393,0.9291666666666668,0.9214046822742475,little,True,False,False,True
0,122,volkswagen,four,wagon,fwd,front,100.4,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,12290.0,10.625,13.174999999999999,0.8798654493032197,0.9291666666666668,0.9214046822742475,little,False,True,True,False
-2,103,volvo,four,sedan,rwd,front,104.3,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,12940.0,9.775,11.9,0.9072561268620857,0.9333333333333335,0.9397993311036791,little,False,True,True,False
-1,74,volvo,four,wagon,rwd,front,104.3,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,13415.0,9.775,11.9,0.9072561268620857,0.9333333333333335,0.9615384615384617,little,False,True,True,False
-2,103,volvo,four,sedan,rwd,front,104.3,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,15985.0,10.2,11.9,0.9072561268620857,0.9333333333333335,0.9397993311036791,little,False,True,True,False
-1,74,volvo,four,wagon,rwd,front,104.3,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,16515.0,10.2,11.9,0.9072561268620857,0.9333333333333335,0.9615384615384617,little,False,True,True,False
-2,103,volvo,four,sedan,rwd,front,104.3,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,18420.0,7.225,9.35,0.9072561268620857,0.9333333333333335,0.9397993311036791,medium,False,True,False,True
-1,74,volvo,four,wagon,rwd,front,104.3,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,18950.0,7.225,9.35,0.9072561268620857,0.9333333333333335,0.9615384615384617,medium,False,True,False,True
-1,95,volvo,four,sedan,rwd,front,109.1,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,16845.0,9.775,11.9,0.9072561268620857,0.9569444444444446,0.9280936454849499,little,False,True,True,False
-1,95,volvo,four,sedan,rwd,front,109.1,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,19045.0,8.075,10.625,0.9072561268620857,0.9555555555555555,0.9280936454849499,medium,False,True,False,True
-1,95,volvo,four,sedan,rwd,front,109.1,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,21485.0,7.6499999999999995,9.775,0.9072561268620857,0.9569444444444446,0.9280936454849499,medium,False,True,True,False
-1,95,volvo,four,sedan,rwd,front,109.1,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,22470.0,11.049999999999999,11.475,0.9072561268620857,0.9569444444444446,0.9280936454849499,little,True,False,False,True
-1,95,volvo,four,sedan,rwd,front,109.1,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,22625.0,8.075,10.625,0.9072561268620857,0.9569444444444446,0.9280936454849499,little,False,True,False,True
